A3862_142;1919;0;0
A3862_146;1919;10;0
A3862_144;1919;10;24
A3862_160;1919;10;72
A3862_158;1919;4;0
A3862_147;1919;4;24
A3862_152;1919;4;72
A3862_155;3128;0;0
A3862_141;3128;10;0
A3862_154;3128;10;24
A3862_145;3128;10;72
A3862_159;3128;4;0
A3862_150;3128;4;24
A3862_140;3128;4;72
A3862_153;3565;0;0
A3862_151;3565;10;0
A3862_149;3565;10;24
A3862_157;3565;10;72
A3862_143;3565;4;0
A3862_156;3565;4;24
A3862_148;3565;4;72
